isbn,ncid,title,creators
336015,"http://ci.nii.ac.jp/ncid/BN01844105","パイドロス","プラトン著 ; 藤沢令夫訳"
336017,"http://ci.nii.ac.jp/ncid/BA89346177","国家","プラトン著 ; 藤沢令夫訳"
336017,"http://ci.nii.ac.jp/ncid/BN0048104X","国家","プラトン著 ; 藤沢令夫訳"
336041,"http://ci.nii.ac.jp/ncid/BB00789561","ニコマコス倫理学","アリストテレス [著] ; 高田三郎訳"
336041,"http://ci.nii.ac.jp/ncid/BN01472474","ニコマコス倫理学","アリストテレス [著] ; 高田三郎訳"
336071,"http://ci.nii.ac.jp/ncid/BB01467312","生の短さについて : 他二篇","セネカ著 ; 大西英文訳"
336071,"http://ci.nii.ac.jp/ncid/BN00762402","人生の短さについて : 他二篇","セネカ著 ; 茂手木元蔵訳"
336072,"http://ci.nii.ac.jp/ncid/BA88250276","怒りについて : 他二篇","セネカ著 ; 兼利琢也訳"
336072,"http://ci.nii.ac.jp/ncid/BN00762526","怒りについて : 他一篇","セネカ著 ; 茂手木元蔵訳"
336101,"http://ci.nii.ac.jp/ncid/BA80697525","自省録","マルクス・アウレーリウス [著] ; 神谷美恵子訳"
336101,"http://ci.nii.ac.jp/ncid/BN00919504","自省録","マルクス・アウレーリウス[著] ; 神谷美恵子譯"
336112,"http://ci.nii.ac.jp/ncid/BA65258687","老年について","キケロー著 ; 中務哲郎訳"
336112,"http://ci.nii.ac.jp/ncid/BN00910372","老境について","キケロ作 ; 吉田正通譯"
336113,"http://ci.nii.ac.jp/ncid/BA66723884","友情について","キケロー著 ; 中務哲郎訳"
336113,"http://ci.nii.ac.jp/ncid/BN05050373","友情について","キケロ [著] ; 水谷九郎, 呉茂一訳"
336131,"http://ci.nii.ac.jp/ncid/BA31335175","方法序説","デカルト著 ; 谷川多佳子訳"
336131,"http://ci.nii.ac.jp/ncid/BN01536817","方法序説","デカルト著 ; 落合太郎訳"
336133,"http://ci.nii.ac.jp/ncid/BB04555471","哲学原理","デカルト著 ; 桂寿一訳"
336133,"http://ci.nii.ac.jp/ncid/BN01843361","哲学原理","デカルト著 ; 桂寿一訳"
336154,"http://ci.nii.ac.jp/ncid/BB07938105","エチカ : 倫理学","スピノザ [著] ; 畠中尚志訳"
336154,"http://ci.nii.ac.jp/ncid/BN06438509","エチカ : 倫理学","スピノザ[著] ; 畠中尚志訳"
336221,"http://ci.nii.ac.jp/ncid/BA83656080","エミール","ルソー著 ; 今野一雄訳"
336221,"http://ci.nii.ac.jp/ncid/BN00907651","エミール","ルソー著 ; 今野一雄訳"
336259,"http://ci.nii.ac.jp/ncid/BB00517481","永遠平和のために","カント著 ; 宇都宮芳明訳"
336259,"http://ci.nii.ac.jp/ncid/BN00763008","永遠平和のために","カント著 ; 宇都宮芳明訳"
336353,"http://ci.nii.ac.jp/ncid/BA34186264","死に至る病","キェルケゴール著 ; 斎藤信治訳"
336353,"http://ci.nii.ac.jp/ncid/BB02962714","死に至る病","キェルケゴール著 ; 斎藤信治訳"
336353,"http://ci.nii.ac.jp/ncid/BN01537128","死に至る病","キェルケゴール著 ; 斎藤信治訳"
336361,"http://ci.nii.ac.jp/ncid/BA81512443","西洋哲学史","シュヴェーグラー [著] ; 谷川徹三, 松村一人訳"
336361,"http://ci.nii.ac.jp/ncid/BN00925245","西洋哲学史","シュヴェーグラー [著] ; 谷川徹三, 松村一人訳"
336383,"http://ci.nii.ac.jp/ncid/BN00925449","幸福論","ヒルティ著 ; 草間平作, 大和邦太郎訳"
336383,"http://ci.nii.ac.jp/ncid/BN03766126","幸福論","ヒルティ著 ; 草間平作訳"
336391,"http://ci.nii.ac.jp/ncid/BB03799379","悲劇の誕生","ニーチェ著 ; 秋山英夫訳"
336391,"http://ci.nii.ac.jp/ncid/BN01844047","悲劇の誕生","ニーチェ著 ; 秋山英夫訳"
336394,"http://ci.nii.ac.jp/ncid/BB04553319","道徳の系譜","ニーチェ著 ; 木場深定訳"
336394,"http://ci.nii.ac.jp/ncid/BN01537751","道徳の系譜","ニーチェ著 ; 木場深定訳"
336395,"http://ci.nii.ac.jp/ncid/BB04554344","善悪の彼岸","ニーチェ著 ; 木場深定訳"
336395,"http://ci.nii.ac.jp/ncid/BN01845786","善悪の彼岸","ニーチェ著 ; 木場深定訳"
336396,"http://ci.nii.ac.jp/ncid/BB04554694","この人を見よ","ニーチェ著 ; 手塚富雄訳"
336396,"http://ci.nii.ac.jp/ncid/BN0184571X","この人を見よ","ニーチェ著 ; 手塚富雄訳"
336401,"http://ci.nii.ac.jp/ncid/BB02120332","プラグマティズム","W. ジェイムズ著 ; 桝田啓三郎訳"
336401,"http://ci.nii.ac.jp/ncid/BN02503132","プラグマティズム","W.ジェイムズ著 ; 桝田啓三郎訳"
336454,"http://ci.nii.ac.jp/ncid/BA37485727","思想と動くもの","ベルクソン著 ; 河野与一訳"
336454,"http://ci.nii.ac.jp/ncid/BN00914227","哲學入門 ; 變化の知覺","ベルクソン著 ; 河野與一譯"
336459,"http://ci.nii.ac.jp/ncid/BA51801441","時間と自由","ベルクソン著 ; 中村文郎訳"
336459,"http://ci.nii.ac.jp/ncid/BN05616554","時間と自由","ベルクソン著 ; 服部紀訳"
336459,"http://ci.nii.ac.jp/ncid/BN08368823","時間と自由","ベルクソン著 ; 服部紀譯"
336521,"http://ci.nii.ac.jp/ncid/BB00517233","哲学の改造","ジョン・デューウィ著 ; 清水幾太郎, 清水禮子訳"
336521,"http://ci.nii.ac.jp/ncid/BN01845265","哲学の改造","ジョン・デューウィ著 ; 清水幾太郎, 清水禮子訳"
336522,"http://ci.nii.ac.jp/ncid/BA76827616","学校と社会","デューイ著 ; 宮原誠一訳"
336522,"http://ci.nii.ac.jp/ncid/BN00907593","学校と社会","デューイ著 ; 宮原誠一訳"
336682,"http://ci.nii.ac.jp/ncid/BN00916958","英雄崇拜論","カーライル著 ; 老田三郎譯"
336682,"http://ci.nii.ac.jp/ncid/BN02021244","英雄崇拝論","カーライル著 ; 老田三郎譯"
336721,"http://ci.nii.ac.jp/ncid/BN01280564","学問の方法","ヴィーコ[著] ; 上村忠男, 佐々木力訳"
336721,"http://ci.nii.ac.jp/ncid/BN12023009","学問の方法","ヴィーコ[著] ; 上村忠男,佐々木力訳"
337031,"http://ci.nii.ac.jp/ncid/BN00907582","隱者の夕暮 ; シュタンツだより","ペスタロッチー著 ; 長田新譯"
337031,"http://ci.nii.ac.jp/ncid/BN10140737","隠者の夕暮 ; シュタンツだより","ペスタロッチー著 ; 長田新訳"
338011,"http://ci.nii.ac.jp/ncid/BA45989475","創世記 : 旧約聖書","関根正雄訳"
338011,"http://ci.nii.ac.jp/ncid/BN01538652","創世記 : 旧約聖書","関根正雄訳"
338111,"http://ci.nii.ac.jp/ncid/BB01087093","聖なるもの","オットー著 ; 久松英二訳"
338111,"http://ci.nii.ac.jp/ncid/BN00952281","聖なるもの","オットー著 ; 山谷省吾訳"
338121,"http://ci.nii.ac.jp/ncid/BA39370726","イエスの生涯 : メシアと受難の秘密","シュヴァイツェル [著] ; 波木居齊二訳"
338121,"http://ci.nii.ac.jp/ncid/BN00996924","イエスの生涯 : メシアと受難の秘密","シュヴァイツェル [著] ; 波木居齊二訳"
338131,"http://ci.nii.ac.jp/ncid/BA89805092","コーラン","井筒俊彦訳"
338131,"http://ci.nii.ac.jp/ncid/BN01801102","コーラン","井筒俊彦訳"
339091,"http://ci.nii.ac.jp/ncid/BB03297756","ロウソクの科学","ファラデー著 ; 竹内敬人訳"
339091,"http://ci.nii.ac.jp/ncid/BN03656194","ロウソクの科学","ファラデー著 ; 矢島祐利訳"
339124,"http://ci.nii.ac.jp/ncid/BN00924049","種の起原","ダーウィン著 ; 八杉竜一訳"
339124,"http://ci.nii.ac.jp/ncid/BN04343059","種の起原","ダーウィン著 ; 八杉龍一訳"
339191,"http://ci.nii.ac.jp/ncid/BN01820559","どくぐも はちのいろいろ はんみょう類","ファーブル [著] ; 山田吉彦訳"
339191,"http://ci.nii.ac.jp/ncid/BN01820628","幼虫の食糧の二形と雌雄の問題 はちいろいろ","ファーブル [著] ; 山田吉彦訳"
339191,"http://ci.nii.ac.jp/ncid/BN01820672","るりじがばち その他のはち類",""
339191,"http://ci.nii.ac.jp/ncid/BN03655045","じがばち とっくりばち ぬりはなばち その他","ファーブル [著] ; 山田吉彦訳"
339191,"http://ci.nii.ac.jp/ncid/BN03655351","どろばち その他のはち類",""
339191,"http://ci.nii.ac.jp/ncid/BN03805159","せんちこがね 蝉 かまきり",""
339191,"http://ci.nii.ac.jp/ncid/BN04736798","聖たまこがね その他",""
339191,"http://ci.nii.ac.jp/ncid/BN09275659","ファーブル昆虫記 : 完訳","ファーブル [著] ; 山田吉彦, 林達夫訳"
339321,"http://ci.nii.ac.jp/ncid/BA39461275","雑種植物の研究","メンデル [著] ; 岩槻邦男, 須原凖平訳"
339321,"http://ci.nii.ac.jp/ncid/BA69728760","雑種植物の研究","メンデル著 ; 小泉丹訳"
340021,"http://ci.nii.ac.jp/ncid/BA80135693","世界憲法集","高橋和之編"
340021,"http://ci.nii.ac.jp/ncid/BB08888760","世界憲法集","高橋和之編"
340021,"http://ci.nii.ac.jp/ncid/BN00062375","世界憲法集","宮沢俊義編"
340032,"http://ci.nii.ac.jp/ncid/BB08632891","フィレンツェ史","マキァヴェッリ著 ; 齊藤寛海訳"
340032,"http://ci.nii.ac.jp/ncid/BN00949720","フィレンツェ史","マキアヴェルリ著 ; 大岩誠訳"
340041,"http://ci.nii.ac.jp/ncid/BN00015761","リヴァイアサン","ホッブズ著 ; 水田洋訳"
340041,"http://ci.nii.ac.jp/ncid/BN07263149","リヴァイアサン","ホッブズ著 ; 水田洋訳"
340061,"http://ci.nii.ac.jp/ncid/BB04908061","第三身分とは何か","シィエス著 ; 稲本洋之助 [ほか] 訳"
340061,"http://ci.nii.ac.jp/ncid/BN00913960","第三階級とは何か : 他2篇","シェイエス著 ; 大岩誠訳"
340061,"http://ci.nii.ac.jp/ncid/BN09499860","第三階級とは何か : 他2篇","シェイエス著 ; 大岩誠訳"
340077,"http://ci.nii.ac.jp/ncid/BB03923762","完訳統治二論","ジョン・ロック著 ; 加藤節訳"
340077,"http://ci.nii.ac.jp/ncid/BN0090828X","市民政府論","ロック著 ; 鵜飼信成訳"
340121,"http://ci.nii.ac.jp/ncid/BB07865067","リンカーン演説集","[リンカーン著] ; 高木八尺, 斎藤光訳"
340121,"http://ci.nii.ac.jp/ncid/BN00908188","リンカーン演説集","[リンカーン著] ; 高木八尺, 斎藤光訳"
340221,"http://ci.nii.ac.jp/ncid/BB07341995","危機の二十年 : 理想と現実","E.H.カー著 ; 原彬久訳"
340221,"http://ci.nii.ac.jp/ncid/BN13709661","危機の二十年 : 1919-1939","E.H.カー著 ; 井上茂訳"
341051,"http://ci.nii.ac.jp/ncid/BA46538915","国富論","アダム・スミス著 ; 杉山忠平訳"
341051,"http://ci.nii.ac.jp/ncid/BN00915489","諸国民の富","アダム・スミス著 ; 大内兵衛, 松川七郎訳"
341243,"http://ci.nii.ac.jp/ncid/BA5907573X","新編輯版ドイツ・イデオロギー","マルクス, エンゲルス著 ; 廣松渉編訳 ; 小林昌人補訳"
341243,"http://ci.nii.ac.jp/ncid/BN02002873","ドイツ・イデオロギー","マルクス, エンゲルス著 ; 古在由重訳"
341245,"http://ci.nii.ac.jp/ncid/BA81514992","共産党宣言","マルクス, エンゲルス [著] ; 大内兵衛, 向坂逸郎訳"
341245,"http://ci.nii.ac.jp/ncid/BN02002829","共産党宣言","マルクス, エンゲルス[著] ; 大内兵衛, 向坂逸郎訳"
341248,"http://ci.nii.ac.jp/ncid/BA81515554","賃銀・価格および利潤","カール・マルクス著 ; 長谷部文雄訳"
341248,"http://ci.nii.ac.jp/ncid/BN00491699","賃銀・価格および利潤","カール・マルクス著 ; 長谷部文雄訳"
341260,"http://ci.nii.ac.jp/ncid/BA33367208","フランスに於ける内亂","マルクス著 ; 木下半治譯"
341260,"http://ci.nii.ac.jp/ncid/BN00931860","フランスの内乱","マルクス著 ; 木下半治訳"
341271,"http://ci.nii.ac.jp/ncid/BA50282429","裏切られた革命","トロツキー著 ; 藤井一行訳"
341271,"http://ci.nii.ac.jp/ncid/BN07260446","裏切られた革命","トロツキー著 ; 藤井一行訳"
341381,"http://ci.nii.ac.jp/ncid/BA83095686","暴力論","ソレル著 ; 今村仁司, 塚原史訳"
341381,"http://ci.nii.ac.jp/ncid/BN00915321","暴力論","ソレル著 ; 木下半治訳"
342021,"http://ci.nii.ac.jp/ncid/BB07974812","世界をゆるがした十日間","ジョン・リード著 ; 原光雄訳"
342021,"http://ci.nii.ac.jp/ncid/BN00954684","世界をゆるがした十日間","ジョン・リード著 ; 原光雄訳"
342092,"http://ci.nii.ac.jp/ncid/BA3709995X","社会科学と社会政策にかかわる認識の「客観性」","マックス・ヴェーバー著 ; 富永祐治, 立野保男訳 ; 折原浩補訳"
342092,"http://ci.nii.ac.jp/ncid/BA4159018X","社会科学と社会政策にかかわる認識の「客観性」","マックス・ヴェーバー著 ; 富永祐治, 立野保男訳 ; 折原浩補訳"
342092,"http://ci.nii.ac.jp/ncid/BA68457657","社会科学と社会政策にかかわる認識の「客観性」","マックス・ヴェーバー著 ; 富永祐治, 立野保男訳 ; 折原浩補訳"
350001,"http://ci.nii.ac.jp/ncid/BN01001070","フランス文学案内","渡辺一夫, 鈴木力衛著"
350001,"http://ci.nii.ac.jp/ncid/BN04478127","フランス文学案内","渡辺一夫, 鈴木力衛著"
350002,"http://ci.nii.ac.jp/ncid/BA46199886","ロシア文学案内","藤沼貴, 小野理子, 安岡治子著"
350002,"http://ci.nii.ac.jp/ncid/BN01992689","ロシヤ文学案内","金子幸彦著"
350003,"http://ci.nii.ac.jp/ncid/BN01026978","ドイツ文学案内","手塚富雄著"
350003,"http://ci.nii.ac.jp/ncid/BN08874680","ドイツ文学案内","手塚富雄, 神品芳夫著"
